ceai-backend-live  | 2025-12-17T23:09:04.216911423Z [2025-12-18 01:09:04.216][Information]: [QuestionsController.GetAll][0HNHJTM9ERQLA:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.223946808Z [2025-12-18 11:37:50.223][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1H3:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.224002615Z [2025-12-18 11:37:50.222][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1H1:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.224026682Z [2025-12-18 11:37:50.223][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HB:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.224047012Z [2025-12-18 11:37:50.223][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1H5:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.224067309Z [2025-12-18 11:37:50.223][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1H8:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.224107289Z [2025-12-18 11:37:50.223][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1H7:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.225377698Z [2025-12-18 11:37:50.224][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1H9:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.225424822Z [2025-12-18 11:37:50.224][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HJ:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.225441335Z [2025-12-18 11:37:50.225][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HA:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.225911459Z [2025-12-18 11:37:50.225][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HI:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.226113530Z [2025-12-18 11:37:50.225][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HD:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.226290458Z [2025-12-18 11:37:50.226][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HF:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.226578319Z [2025-12-18 11:37:50.226][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HC:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.226646940Z [2025-12-18 11:37:50.226][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HH:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.226816468Z [2025-12-18 11:37:50.226][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HK:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.227068793Z [2025-12-18 11:37:50.226][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HG:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.228043266Z [2025-12-18 11:37:50.227][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HM:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.228088897Z [2025-12-18 11:37:50.227][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HO:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.228221197Z [2025-12-18 11:37:50.227][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HL:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.229265168Z [2025-12-18 11:37:50.228][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HE:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.229579314Z [2025-12-18 11:37:50.229][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HP:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.229617954Z [2025-12-18 11:37:50.229][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HN:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.230182694Z [2025-12-18 11:37:50.229][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HQ:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.240777060Z [2025-12-18 11:37:50.240][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HR:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.460306062Z [2025-12-18 11:37:50.459][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HT:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.460392167Z [2025-12-18 11:37:50.460][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HS:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.467355264Z [2025-12-18 11:37:50.467][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HU:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.468260720Z [2025-12-18 11:37:50.467][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1HV:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.474602810Z [2025-12-18 11:37:50.474][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1I0:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.558328661Z [2025-12-18 11:37:50.557][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1I1:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.565597578Z [2025-12-18 11:37:50.565][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1I3:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.581172227Z [2025-12-18 11:37:50.580][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1I5:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.582057287Z [2025-12-18 11:37:50.581][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1I2:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.583409812Z [2025-12-18 11:37:50.583][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1I4:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.638251469Z [2025-12-18 11:37:50.637][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1I6:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.638292143Z [2025-12-18 11:37:50.637][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1I7:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.663419539Z [2025-12-18 11:37:50.663][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1I8:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.673201746Z [2025-12-18 11:37:50.672][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1I9:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.675141679Z [2025-12-18 11:37:50.674][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IA:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.679430348Z [2025-12-18 11:37:50.679][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IE:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.681341535Z [2025-12-18 11:37:50.681][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IF:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.691681366Z [2025-12-18 11:37:50.691][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1ID:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.696322221Z [2025-12-18 11:37:50.695][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IB:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.697508855Z [2025-12-18 11:37:50.697][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IC:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.709157028Z [2025-12-18 11:37:50.708][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IG:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.709196886Z [2025-12-18 11:37:50.708][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IH:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.710762479Z [2025-12-18 11:37:50.710][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1II:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.716463208Z [2025-12-18 11:37:50.716][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IL:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.722604377Z [2025-12-18 11:37:50.722][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IM:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.722763812Z [2025-12-18 11:37:50.722][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IN:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.722950907Z [2025-12-18 11:37:50.722][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IO:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.727394774Z [2025-12-18 11:37:50.727][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IJ:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.729389451Z [2025-12-18 11:37:50.729][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IK:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.734662280Z [2025-12-18 11:37:50.734][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IQ:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.734702518Z [2025-12-18 11:37:50.734][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IP:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.775183201Z [2025-12-18 11:37:50.775][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IR:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.784277884Z [2025-12-18 11:37:50.783][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IS:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.784417471Z [2025-12-18 11:37:50.784][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IT:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.791625941Z [2025-12-18 11:37:50.791][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IU:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.797807626Z [2025-12-18 11:37:50.797][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1IV:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.799793950Z [2025-12-18 11:37:50.799][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1J1:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.800318784Z [2025-12-18 11:37:50.800][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1J0:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.818996408Z [2025-12-18 11:37:50.818][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1J2:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.819328611Z [2025-12-18 11:37:50.819][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1J3:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.820793773Z [2025-12-18 11:37:50.820][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1J4:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:50.834023855Z [2025-12-18 11:37:50.833][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1J5:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.120875193Z [2025-12-18 11:37:51.120][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1J6:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.133535449Z [2025-12-18 11:37:51.133][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1J8:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.155610724Z [2025-12-18 11:37:51.137][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1J7:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.155642251Z [2025-12-18 11:37:51.140][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1J9:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.155656285Z [2025-12-18 11:37:51.149][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JA:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.156845085Z [2025-12-18 11:37:51.156][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JB:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.171952576Z [2025-12-18 11:37:51.171][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JD:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.171992176Z [2025-12-18 11:37:51.171][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JE:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.172007129Z [2025-12-18 11:37:51.171][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JC:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.180354080Z [2025-12-18 11:37:51.180][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JF:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.186313994Z [2025-12-18 11:37:51.185][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JG:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.194356109Z [2025-12-18 11:37:51.194][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JH:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.200154042Z [2025-12-18 11:37:51.199][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JI:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.208767908Z [2025-12-18 11:37:51.208][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JJ:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.211250648Z [2025-12-18 11:37:51.211][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JK:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.212322806Z [2025-12-18 11:37:51.212][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JL:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.215601032Z [2025-12-18 11:37:51.215][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JM:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.221377702Z [2025-12-18 11:37:51.221][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JN:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.226684742Z [2025-12-18 11:37:51.226][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JO:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.235526348Z [2025-12-18 11:37:51.235][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JP:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.466100816Z [2025-12-18 11:37:51.465][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JQ:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.475503244Z [2025-12-18 11:37:51.475][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JR:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.482525902Z [2025-12-18 11:37:51.482][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JS:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.515734676Z [2025-12-18 11:37:51.515][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JT:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.521856056Z [2025-12-18 11:37:51.521][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JU:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.536503299Z [2025-12-18 11:37:51.536][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1K0:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.541389952Z [2025-12-18 11:37:51.541][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1JV:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.560489382Z [2025-12-18 11:37:51.560][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1K1:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.568254691Z [2025-12-18 11:37:51.567][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1K3:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.569001852Z [2025-12-18 11:37:51.568][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1K2:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:51.579785229Z [2025-12-18 11:37:51.579][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1K4:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.183332703Z [2025-12-18 11:37:52.182][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1K6:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.193415282Z [2025-12-18 11:37:52.193][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1K7:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.200089366Z [2025-12-18 11:37:52.199][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1K9:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.210644391Z [2025-12-18 11:37:52.210][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1K8:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.216371757Z [2025-12-18 11:37:52.216][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KA:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.218563062Z [2025-12-18 11:37:52.218][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KC:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.218601559Z [2025-12-18 11:37:52.218][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KB:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.225018939Z [2025-12-18 11:37:52.224][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KD:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.237017299Z [2025-12-18 11:37:52.236][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KE:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.250185582Z [2025-12-18 11:37:52.249][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KG:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.253743684Z [2025-12-18 11:37:52.253][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KF:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.262834319Z [2025-12-18 11:37:52.262][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KI:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.269788474Z [2025-12-18 11:37:52.269][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KH:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.274022732Z [2025-12-18 11:37:52.273][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KJ:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.277872406Z [2025-12-18 11:37:52.277][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KK:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.280565037Z [2025-12-18 11:37:52.280][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KL:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.290791344Z [2025-12-18 11:37:52.290][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KM:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.303425625Z [2025-12-18 11:37:52.301][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KO:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.309125686Z [2025-12-18 11:37:52.308][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KN:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.310672066Z [2025-12-18 11:37:52.310][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KP:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.315561048Z [2025-12-18 11:37:52.315][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KQ:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.316435691Z [2025-12-18 11:37:52.316][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KR:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.333445620Z [2025-12-18 11:37:52.333][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KS:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.376338234Z [2025-12-18 11:37:52.376][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KT:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.386959360Z [2025-12-18 11:37:52.386][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KU:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.464861834Z [2025-12-18 11:37:52.464][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1KV:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.471946683Z [2025-12-18 11:37:52.471][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1L0:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.547922694Z [2025-12-18 11:37:52.547][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1L1:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:52.557380226Z [2025-12-18 11:37:52.557][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1L2:00000001] Begin
ceai-backend-live  | 2025-12-18T09:37:56.948630103Z [2025-12-18 11:37:56.948][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1L3:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:03.853392681Z [2025-12-18 11:38:03.853][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1L5:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:03.854519955Z [2025-12-18 11:38:03.854][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1L6:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:03.860281019Z [2025-12-18 11:38:03.859][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1L7:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:03.861206965Z [2025-12-18 11:38:03.860][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1L8:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:03.867318889Z [2025-12-18 11:38:03.866][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1L9:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:03.930411819Z [2025-12-18 11:38:03.930][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LA:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:04.185965691Z [2025-12-18 11:38:04.185][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LB:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:11.657295195Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:11.657367606Z       Event 'c6141069483e422fabbb0200616af436' queued.
ceai-backend-live  | 2025-12-18T09:38:12.631725012Z [2025-12-18 11:38:12.631][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LD:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:15.180041044Z [2025-12-18 11:38:15.179][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LE:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:15.180097527Z [2025-12-18 11:38:15.179][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LF:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:15.188002944Z [2025-12-18 11:38:15.187][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LG:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:15.317066164Z [2025-12-18 11:38:15.316][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LH:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:15.332011045Z [2025-12-18 11:38:15.331][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LJ:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:15.332052673Z [2025-12-18 11:38:15.331][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LI:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:15.349932745Z [2025-12-18 11:38:15.349][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LK:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:17.335777551Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:17.399316407Z       Event '83a4060a73da47ab942ac0967cfcc91b' queued.
ceai-backend-live  | 2025-12-18T09:38:17.963267199Z [2025-12-18 11:38:17.962][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LL:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:17.970803066Z [2025-12-18 11:38:17.970][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LM:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:18.380273203Z [2025-12-18 11:38:18.379][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LN:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:19.830171609Z [2025-12-18 11:38:19.829][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LO:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:19.849594831Z [2025-12-18 11:38:19.849][Information]: [AnswersController.PostAnswer][0HNHJTM9ES1LP:00000001] Begin
ceai-backend-live  | 2025-12-18T09:38:22.187268912Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:22.187419581Z       Event 'ae8a137058f54287ae404ac51826af19' queued.
ceai-backend-live  | 2025-12-18T09:38:22.188886587Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:22.188938723Z       Event '3966f9662c6949b680b17577774e2964' queued.
ceai-backend-live  | 2025-12-18T09:38:24.084773163Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:24.084836937Z       Event 'e61bdc5bf5e945c6b6b10e3ad1a0b4af' queued.
ceai-backend-live  | 2025-12-18T09:38:24.087950946Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:24.087990736Z       Event '2c29570a801c4b1ca3aaec81c605073e' queued.
ceai-backend-live  | 2025-12-18T09:38:24.160508002Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:24.160547061Z       Event '12d875355c224223a9ec887ae0b56bfc' queued.
ceai-backend-live  | 2025-12-18T09:38:39.416032723Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:39.416128048Z       Event 'caaacb2fc14c4c52ba33aaf5234335c2' queued.
ceai-backend-live  | 2025-12-18T09:38:39.559269349Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:39.559383967Z       Event '966175048b8447419c0e9b496dd51997' queued.
ceai-backend-live  | 2025-12-18T09:38:39.559410007Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:39.559425084Z       Event '4f06d4b9de104056a253578dc83b4420' queued.
ceai-backend-live  | 2025-12-18T09:38:39.778966283Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:39.779036743Z       Event 'b1c15c81dd314aaeae810c1c46f587cf' queued.
ceai-backend-live  | 2025-12-18T09:38:39.784547745Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:38:39.784594088Z       Event '53d1b2eaf28048ed9fd3ff7f1d927039' queued.
